Invoice #,Ex. Order No,Customer,Event,Venue,Event Date,Section,Row,Low Seat,High Seat,Sold Qty,Sale Date,Purchase Price/tix,Sell Price/tix,Total Purchase Price,Total Sell Price,Profit Loss,ROI(%),Margin,Shipping Cost,Tax
78681,EW7P9RTTNN,Gametime,Rauw Alejandro,Moody Center ATX,2023-04-16 19:00:00,108,D,15,16,2,2023-04-14 09:50:00,125.0,160.55,250.0,321.1,71.1,28.44,22.14,0,0
86943,vm2ls8rxm32,SeatGeek,Dave Chappelle,Moody Center ATX,2023-07-15 19:30:00,106,B,13,14,2,2023-07-15 13:07:00,200.0,287.04,400.0,574.08,174.08,43.52,30.32,0,0
90478,QJHRHBGB54,Gametime,Jurassic World Live Tour,Moody Center ATX,2023-08-19 11:00:00,107,C,10,12,3,2023-08-09 16:29:00,75.0,33.25,225.0,99.75,-125.25,0.0,125.56,0,0
90812,521048257,VGG,Stevie Nicks,Moody Center ATX,2023-08-15 19:00:00,120,BAR,10,10,1,2023-08-15 16:51:00,200.0,126.9,200.0,126.9,-73.1,0.0,57.6,0,0
93973,523201365,VGG,Nickelback,Moody Center ATX,2023-09-23 18:30:00,106,F,1,2,2,2023-09-23 09:50:00,200.0,70.5,400.0,141.0,-259.0,0.0,183.69,0,0
74254,50916349,VividSeats,Ricardo Arjona - Blanco Y Negro Volver,Moody Center ATX,2023-05-18 20:00:00,106,F,3,4,2,2023-02-14 17:30:00,150.0,140.43,300.0,280.86,-19.14,0.0,6.81,0,0
91220,521324256,VGG,Beck & Phoenix,Moody Center ATX,2023-08-22 17:45:00,108,E,5,7,3,2023-08-20 14:48:00,200.0,46.06,600.0,138.18,-461.82,0.0,334.22,0,0
91619,7l9gfwxy0nm,SeatGeek,Carin Leon,Moody Center ATX,2023-08-31 20:00:00,108,E,15,16,2,2023-08-26 11:26:00,200.0,177.6,400.0,355.2,-44.8,0.0,12.61,0,0
81894,41903429,TicketNetwork,The Impractical Jokers,Moody Center ATX,2023-05-20 19:30:00,108,E,1,3,3,2023-05-14 14:28:00,100.0,57.0,300.0,171.0,-129.0,0.0,75.44,0,0
80864,53285433,VividSeats,All Elite Wrestling: Dynamite & Rampage,Moody Center ATX,2023-05-17 18:00:00,108,E,14,18,5,2023-05-05 15:13:00,100.0,56.73,500.0,283.65,-216.35,0.0,76.27,0,0
86547,2079f3o6kx8,SeatGeek,Dave Chappelle,Moody Center ATX,2023-07-15 19:30:00,107,C,17,18,2,2023-07-11 13:02:00,200.0,273.6,400.0,547.2,147.2,36.8,26.9,0,0
83733,,Direct Sales,Duran Duran,Moody Center ATX,2023-06-06 19:00:00,108,C,14,15,2,2023-06-06 11:05:00,150.0,99.0,300.0,198.0,-102.0,0.0,51.52,0,0
78086,7l9gfdyq0wp,SeatGeek,Monster Jam,Moody Center ATX,2023-04-22 19:00:00,108,G,16,18,3,2023-04-07 18:14:00,125.0,75.84,375.0,227.52,-147.48,0.0,64.82,0,0
88099,2079f3q927y,SeatGeek,Jurassic World Live - Austin,Moody Center ATX,2023-08-19 19:00:00,108,C,14,16,3,2023-08-01 17:39:00,100.0,37.44,300.0,112.32,-187.68,0.0,167.09,0,0
86474,o3ypi2p5x2q,SeatGeek,Dave Chappelle,Moody Center ATX,2023-07-14 19:30:00,106,C,1,4,4,2023-07-10 12:47:00,225.0,287.04,900.0,1148.16,248.16,27.57,21.61,0,0
82170,53686638,VividSeats,Ricardo Arjona - Blanco Y Negro Volver,Moody Center ATX,2023-05-18 20:00:00,108,C,18,18,1,2023-05-18 11:42:00,100.0,94.86,100.0,94.86,-5.14,0.0,5.42,0,0
90862,xk9wir7669p,SeatGeek,Drake and 21 Savage,Moody Center ATX,2023-09-11 20:00:00,108,C,14,16,3,2023-08-16 11:31:00,300.0,671.04,900.0,2013.12,1113.12,123.68,55.29,0,0
75012,41121460,TicketNetwork,Paramore,Moody Center ATX,2023-07-09 19:00:00,108,C,1,2,2,2023-02-28 11:28:00,175.0,236.55,350.0,473.1,123.1,35.17,26.02,0,0
75082,512720604,VGG,CMT Music Awards,Moody Center ATX,2023-04-02 19:00:00,106,D,17,18,2,2023-03-02 00:16:00,350.0,610.06,700.0,1220.12,520.12,74.3,42.63,0,0
83457,517236298,VGG,Billy Strings,Moody Center ATX,2023-06-03 20:00:00,106,B,8,8,1,2023-06-03 16:10:00,100.0,42.3,100.0,42.3,-57.7,0.0,136.41,0,0
83803,wwkdi3nemgv,SeatGeek,Drake and 21 Savage,Moody Center ATX,2023-09-12 20:00:00,108,A,13,14,2,2023-06-07 04:13:00,315.0,671.04,630.0,1342.08,712.08,113.03,53.06,0,0
90762,521000535,VGG,Foreigner,Moody Center ATX,2023-08-14 19:00:00,108,C,6,7,2,2023-08-14 18:08:00,200.0,51.7,400.0,103.4,-296.6,0.0,286.85,0,0
73377,40623865,TicketNetwork,Jeff Dunham,Moody Center ATX,2023-01-12 19:00:00,108,D,5,6,2,2023-01-10 19:58:00,100.0,61.75,200.0,123.5,-76.5,0.0,61.94,0,0
73232,49912625,VividSeats,Texas Longhorns vs West Virginia Mountaineers Basketball,Moody Center ATX,2023-02-11 11:00:00,121,U,5,6,2,2022-12-31 11:39:00,26.5,112.53,53.0,225.06,172.06,324.64,76.45,0,0
73348,40605020,TicketNetwork,Adam Sandler,Moody Center ATX,2023-02-14 19:30:00,106,C,1,2,2,2023-01-08 13:12:00,150.0,331.55,300.0,663.1,363.1,121.03,54.76,0,0
74097,q9r5fo5ggp0,SeatGeek,Banda MS,Moody Center ATX,2023-02-24 20:00:00,106,D,17,18,2,2023-02-09 19:43:00,150.0,91.2,300.0,182.4,-117.6,0.0,64.47,0,0
74735,pwy1i5e33og,SeatGeek,Muse: Will Of The People Tour,Moody Center ATX,2023-02-28 18:30:00,106,D,17,18,2,2023-02-24 17:09:00,150.0,143.04,300.0,286.08,-13.92,0.0,4.87,0,0
92139,2079fr31kg7,SeatGeek,Sam Smith,Moody Center ATX,2023-09-05 20:00:00,108,C,9,11,3,2023-09-02 10:56:00,200.0,52.8,600.0,158.4,-441.6,0.0,278.79,0,0
87954,55850531,VividSeats,Jurassic World Live Tour,Moody Center ATX,2023-08-19 11:00:00,107,D,11,15,5,2023-07-31 10:30:00,75.0,34.41,375.0,172.05,-202.95,0.0,117.96,0,0
91003,56455301,VividSeats,Jurassic World Live - Austin,Moody Center ATX,2023-08-19 19:00:00,107,C,13,18,6,2023-08-18 08:56:00,100.0,34.41,600.0,206.46,-393.54,0.0,190.61,0,0
83352,K7V96JPD7E,Gametime,Billy Strings,Moody Center ATX,2023-06-03 20:00:00,108,D,3,4,2,2023-06-02 20:15:00,100.0,23.75,200.0,47.5,-152.5,0.0,321.05,0,0
91496,9n6giyr19qe,SeatGeek,PBR Team Series: Gambler Days,Moody Center ATX,2023-08-26 18:45:00,108,D,15,18,4,2023-08-25 09:54:00,150.0,66.24,600.0,264.96,-335.04,0.0,126.45,0,0
90669,56292998,VividSeats,Jurassic World Live Tour,Moody Center ATX,2023-08-19 11:00:00,108,B,3,6,4,2023-08-12 20:12:00,75.0,43.71,300.0,174.84,-125.16,0.0,71.59,0,0
86893,7l9gfd8eev8,SeatGeek,Dave Chappelle,Moody Center ATX,2023-07-15 19:30:00,108,C,9,9,1,2023-07-15 01:04:00,200.0,229.44,200.0,229.44,29.44,14.72,12.83,0,0
82113,53668886,VividSeats,Ricardo Arjona - Blanco Y Negro Volver,Moody Center ATX,2023-05-18 20:00:00,108,D,7,8,2,2023-05-17 18:30:00,100.0,94.86,200.0,189.72,-10.28,0.0,5.42,0,0
91037,56476325,VividSeats,Jurassic World Live - Austin,Moody Center ATX,2023-08-19 19:00:00,107,B,17,18,2,2023-08-18 16:34:00,100.0,27.9,200.0,55.8,-144.2,0.0,258.42,0,0
84997,wwkdi3me1v9,SeatGeek,Kid Rock,Moody Center ATX,2023-06-23 19:30:00,108,D,15,16,2,2023-06-22 08:41:00,100.0,56.64,200.0,113.28,-86.72,0.0,76.55,0,0
91809,vm2ls7gdqwn,SeatGeek,Sam Smith,Moody Center ATX,2023-09-05 20:00:00,108,E,15,16,2,2023-08-28 11:43:00,200.0,66.24,400.0,132.48,-267.52,0.0,201.93,0,0
76577,513630683,VGG,Mastodon and Gojira,Moody Center ATX,2023-04-29 19:00:00,106,F,1,2,2,2023-03-21 21:03:00,150.0,70.5,300.0,141.0,-159.0,0.0,112.77,0,0
81285,41844347,TicketNetwork,John Mayer,Moody Center ATX,2023-11-01 19:30:00,106,F,3,4,2,2023-05-09 16:39:00,200.0,341.05,400.0,682.1,282.1,70.52,41.36,0,0
83459,517236901,VGG,Billy Strings,Moody Center ATX,2023-06-03 20:00:00,106,B,9,11,3,2023-06-03 16:20:00,100.0,42.3,300.0,126.9,-173.1,0.0,136.41,0,0
76327,51855347,VividSeats,Monster Jam,Moody Center ATX,2023-04-23 13:00:00,107,E,8,10,3,2023-03-18 17:03:00,100.0,81.84,300.0,245.52,-54.48,0.0,22.19,0,0
90565,56222171,VividSeats,Jurassic World Live - Austin,Moody Center ATX,2023-08-19 19:00:00,107,E,15,18,4,2023-08-11 10:22:00,100.0,34.41,400.0,137.64,-262.36,0.0,190.61,0,0
79974,515316058,VGG,Mastodon and Gojira,Moody Center ATX,2023-04-29 19:00:00,108,D,3,4,2,2023-04-25 18:45:00,125.0,55.46,250.0,110.92,-139.08,0.0,125.39,0,0
92385,522212424,VGG,Drake and 21 Savage,Moody Center ATX,2023-09-11 20:00:00,109,BAR,1,2,2,2023-09-05 23:01:00,300.0,563.06,600.0,1126.12,526.12,87.69,46.72,0,0
81876,dgoxu93d7vo,SeatGeek,The Impractical Jokers,Moody Center ATX,2023-05-20 19:30:00,108,D,17,18,2,2023-05-14 10:05:00,100.0,62.4,200.0,124.8,-75.2,0.0,60.26,0,0
74087,r5nea96ek3k,SeatGeek,Banda MS,Moody Center ATX,2023-02-24 20:00:00,108,A,11,12,2,2023-02-09 11:59:00,100.0,114.24,200.0,228.48,28.48,14.24,12.46,0,0
84420,2079f3xvdl1,SeatGeek,Logic,Moody Center ATX,2023-06-15 20:00:00,108,D,17,18,2,2023-06-15 14:43:00,150.0,27.84,300.0,55.68,-244.32,0.0,438.79,0,0
74179,pwy1i5e72e2,SeatGeek,Billy Strings,Moody Center ATX,2023-06-03 20:00:00,106,D,5,10,6,2023-02-12 19:39:00,100.0,104.64,600.0,627.84,27.84,4.64,4.43,0,0
73423,510906520,VGG,Harlem Globetrotters,Moody Center ATX,2023-02-10 19:00:00,108,C,11,14,4,2023-01-13 14:13:00,100.0,70.5,400.0,282.0,-118.0,0.0,41.84,0,0
79866,515262177,VGG,Billy Strings,Moody Center ATX,2023-06-03 20:00:00,108,A,1,5,5,2023-04-24 14:48:00,100.0,55.46,500.0,277.3,-222.7,0.0,80.31,0,0
91611,vm2ls7gnvpv,SeatGeek,PBR Team Series: Gambler Days,Moody Center ATX,2023-08-27 13:45:00,108,E,8,11,4,2023-08-26 10:15:00,200.0,43.2,800.0,172.8,-627.2,0.0,362.96,0,0
84910,518086477,VGG,Kid Rock,Moody Center ATX,2023-06-23 19:30:00,108,E,1,2,2,2023-06-20 08:30:00,100.0,55.46,200.0,110.92,-89.08,0.0,80.31,0,0
73956,50693931,VividSeats,Monster Jam,Moody Center ATX,2023-04-23 13:00:00,107,E,14,18,5,2023-02-05 13:17:00,100.0,136.71,500.0,683.55,183.55,36.71,26.85,0,0
85863,3x9gfdwvr19,SeatGeek,Tears for Fears,Moody Center ATX,2023-07-17 19:30:00,108,C,16,18,3,2023-07-06 09:59:00,150.0,95.04,450.0,285.12,-164.88,0.0,57.83,0,0
86304,171746607,TickPick,Dave Chappelle,Moody Center ATX,2023-07-15 19:30:00,107,E,6,7,2,2023-07-09 10:46:00,200.0,235.8,400.0,471.6,71.6,17.9,15.18,0,0
91999,371949365,TickPick,Carin Leon,Moody Center ATX,2023-08-31 20:00:00,108,D,5,8,4,2023-08-31 10:48:00,200.0,141.3,800.0,565.2,-234.8,0.0,41.54,0,0
86972,519334631,VGG,Dave Chappelle,Moody Center ATX,2023-07-15 19:30:00,106,BAR,1,2,2,2023-07-15 16:01:00,200.0,281.06,400.0,562.12,162.12,40.53,28.84,0,0
87967,520184341,VGG,Thomas Rhett: Home Team Tour 23,Moody Center ATX,2023-08-05 19:30:00,108,C,5,6,2,2023-07-31 14:41:00,200.0,108.1,400.0,216.2,-183.8,0.0,85.01,0,0
87934,55841235,VividSeats,Jurassic World Live Tour,Moody Center ATX,2023-08-18 19:00:00,108,B,13,14,2,2023-07-30 20:09:00,200.0,34.41,400.0,68.82,-331.18,0.0,481.23,0,0
86582,66m0fygkl2l,SeatGeek,Dave Chappelle,Moody Center ATX,2023-07-15 19:30:00,107,C,15,16,2,2023-07-11 19:32:00,200.0,273.6,400.0,547.2,147.2,36.8,26.9,0,0
77321,41463556,TicketNetwork,Mastodon and Gojira,Moody Center ATX,2023-04-29 19:00:00,108,E,18,18,1,2023-03-30 08:39:00,125.0,73.15,125.0,73.15,-51.85,0.0,70.88,0,0
59805,38738008,TicketNetwork,Bruce Springsteen & The E Street Band,Moody Center ATX,2023-02-16 19:30:00,108,K,7,8,2,2022-07-22 10:08:00,320.25,760.0,640.5,1520.0,879.5,137.31,57.86,0,0
86667,wwkdi3o2le5,SeatGeek,Dave Chappelle,Moody Center ATX,2023-07-15 19:30:00,108,D,10,11,2,2023-07-12 19:40:00,200.0,239.04,400.0,478.08,78.08,19.52,16.33,0,0
87907,42938759,TicketNetwork,Jurassic World Live Tour,Moody Center ATX,2023-08-20 15:00:00,107,A,13,14,2,2023-07-30 10:23:00,100.0,49.0,200.0,98.0,-102.0,0.0,104.08,0,0
86916,519310584,VGG,Dave Chappelle,Moody Center ATX,2023-07-15 19:30:00,107,E,6,7,2,2023-07-15 10:30:00,200.0,281.06,400.0,562.12,162.12,40.53,28.84,0,0
73883,wwkdi3g935o,SeatGeek,Banda MS,Moody Center ATX,2023-02-24 20:00:00,106,F,1,2,2,2023-02-02 22:26:00,150.0,95.04,300.0,190.08,-109.92,0.0,57.83,0,0
90870,521091069,VGG,Beck & Phoenix,Moody Center ATX,2023-08-22 17:45:00,108,C,5,6,2,2023-08-16 13:28:00,200.0,74.26,400.0,148.52,-251.48,0.0,169.32,0,0
81814,09vwfmq09ep,SeatGeek,All Elite Wrestling: Dynamite & Rampage,Moody Center ATX,2023-05-17 18:00:00,108,B,18,18,1,2023-05-13 12:55:00,100.0,47.04,100.0,47.04,-52.96,0.0,112.59,0,0
76938,513858933,VGG,Rauw Alejandro,Moody Center ATX,2023-04-16 19:00:00,108,E,11,12,2,2023-03-26 16:16:00,125.0,168.26,250.0,336.52,86.52,34.61,25.71,0,0
91677,56758843,VividSeats,PBR Team Series: Gambler Days,Moody Center ATX,2023-08-27 13:45:00,107,D,17,18,2,2023-08-26 18:36:00,150.0,38.13,300.0,76.26,-223.74,0.0,293.39,0,0
86644,17vrbrlk3e0,SeatGeek,Dave Chappelle,Moody Center ATX,2023-07-15 19:30:00,108,D,13,14,2,2023-07-12 15:49:00,200.0,219.84,400.0,439.68,39.68,9.92,9.02,0,0
73402,50136256,VividSeats,Jeff Dunham,Moody Center ATX,2023-01-12 19:00:00,108,B,5,6,2,2023-01-12 12:52:00,100.0,42.78,200.0,85.56,-114.44,0.0,133.75,0,0
85976,518890295,VGG,Paramore,Moody Center ATX,2023-07-09 19:00:00,108,B,15,16,2,2023-07-07 09:12:00,200.0,281.06,400.0,562.12,162.12,40.53,28.84,0,0
87526,yn9riow62gv,SeatGeek,Lil Baby,Moody Center ATX,2023-07-28 19:00:00,108,C,14,16,3,2023-07-24 00:21:00,200.0,139.2,600.0,417.6,-182.4,0.0,43.68,0,0
83158,517058115,VGG,Billy Strings,Moody Center ATX,2023-06-02 20:00:00,108,D,3,5,3,2023-05-31 09:27:00,100.0,36.66,300.0,109.98,-190.02,0.0,172.78,0,0
84172,17vrbrm87p8,SeatGeek,"Lionel Richie & Earth, Wind and Fire",Moody Center ATX,2023-08-29 19:30:00,106,C,3,4,2,2023-06-12 19:25:00,225.0,267.84,450.0,535.68,85.68,19.04,15.99,0,0
73246,40554429,TicketNetwork,Jeff Dunham,Moody Center ATX,2023-01-12 19:00:00,108,E,8,8,1,2023-01-01 20:20:00,100.0,61.75,100.0,61.75,-38.25,0.0,61.94,0,0
72725,49099643,VividSeats,Texas Longhorns vs Texas Tech Red Raiders Basketball,Moody Center ATX,2023-01-14 19:00:00,117,U,5,6,2,2022-11-25 13:53:00,26.5,280.86,53.0,561.72,508.72,959.85,90.56,0,0
82268,LIHQLUT1B9,Gametime,The Impractical Jokers,Moody Center ATX,2023-05-20 19:30:00,108,B,16,18,3,2023-05-19 14:35:00,100.0,61.75,300.0,185.25,-114.75,0.0,61.94,0,0
81851,q9r5fo638mp,SeatGeek,Ricardo Arjona - Blanco Y Negro Volver,Moody Center ATX,2023-05-18 20:00:00,108,E,4,9,6,2023-05-13 22:48:00,100.0,133.44,600.0,800.64,200.64,33.44,25.06,0,0
87969,17vrbrv6y6n,SeatGeek,Parker McCollum,Moody Center ATX,2023-10-27 19:30:00,106,B,5,6,2,2023-07-31 14:50:00,250.0,123.84,500.0,247.68,-252.32,0.0,101.87,0,0
91622,yn9ri23engw,SeatGeek,PBR Team Series: Gambler Days,Moody Center ATX,2023-08-26 18:45:00,108,C,5,6,2,2023-08-26 12:05:00,200.0,72.0,400.0,144.0,-256.0,0.0,177.78,0,0
86457,519036506,VGG,Dave Chappelle,Moody Center ATX,2023-07-15 19:30:00,106,F,5,6,2,2023-07-09 22:48:00,200.0,215.26,400.0,430.52,30.52,7.63,7.09,0,0
95404,7l9gfw2kdnp,SeatGeek,$uicideboy$,Moody Center ATX,2023-10-25 18:30:00,108,C,14,14,1,2023-10-07 11:38:00,200.0,158.4,200.0,158.4,-41.6,0.0,26.26,0,0
86581,42622926,TicketNetwork,Dave Chappelle,Moody Center ATX,2023-07-15 19:30:00,108,B,14,16,3,2023-07-11 19:30:00,200.0,323.0,600.0,969.0,369.0,61.5,38.08,0,0
80949,515853557,VGG,Billy Strings,Moody Center ATX,2023-06-02 20:00:00,106,F,1,1,1,2023-05-06 12:38:00,150.0,61.1,150.0,61.1,-88.9,0.0,145.5,0,0
87375,CWGOXVBZLO,Gametime,Thomas Rhett: Home Team Tour 23,Moody Center ATX,2023-08-05 19:30:00,106,D,17,18,2,2023-07-21 07:50:00,150.0,113.05,300.0,226.1,-73.9,0.0,32.68,0,0
73156,40506101,TicketNetwork,Cirque du Soleil - Corteo - Austin,Moody Center ATX,2023-02-02 19:30:00,108,E,13,14,2,2022-12-25 12:04:00,100.0,65.55,200.0,131.1,-68.9,0.0,52.56,0,0
81326,yn9rio6om32,SeatGeek,Logic,Moody Center ATX,2023-06-15 20:00:00,106,F,3,4,2,2023-05-09 23:01:00,150.0,104.64,300.0,209.28,-90.72,0.0,43.35,0,0
74608,G7QS43UPL1,Gametime,Journey,Moody Center ATX,2023-02-22 19:30:00,106,E,4,5,2,2023-02-22 17:29:00,150.0,128.25,300.0,256.5,-43.5,0.0,16.96,0,0
91689,,Business Development,PBR Team Series: Gambler Days,Moody Center ATX,2023-08-27 13:45:00,106,E,1,6,6,2023-08-26 20:32:00,200.0,0.0,1200.0,0.0,-1200.0,0.0,0.0,0,0
83169,517070890,VGG,Billy Strings,Moody Center ATX,2023-06-03 20:00:00,107,C,4,6,3,2023-05-31 13:50:00,100.0,32.9,300.0,98.7,-201.3,0.0,203.95,0,0
82931,516863474,VGG,Luis Miguel,Moody Center ATX,2023-11-05 19:00:00,106,R,11,11,1,2023-05-26 19:28:00,225.0,563.06,225.0,563.06,338.06,150.25,60.04,0,0
86838,kp8ms0dln3q,SeatGeek,Dave Chappelle,Moody Center ATX,2023-07-15 19:30:00,106,E,7,8,2,2023-07-14 13:56:00,200.0,229.44,400.0,458.88,58.88,14.72,12.83,0,0
86802,649401009,TickPick,Dave Chappelle,Moody Center ATX,2023-07-15 19:30:00,107,C,9,10,2,2023-07-14 01:36:00,200.0,254.7,400.0,509.4,109.4,27.35,21.48,0,0
92416,r5nea89o2g8,SeatGeek,Drake and 21 Savage,Moody Center ATX,2023-09-12 20:00:00,107,E,11,12,2,2023-09-06 13:09:00,315.0,719.04,630.0,1438.08,808.08,128.27,56.19,0,0
74120,40944310,TicketNetwork,Banda MS,Moody Center ATX,2023-02-24 20:00:00,108,D,9,10,2,2023-02-10 22:03:00,100.0,80.75,200.0,161.5,-38.5,0.0,23.84,0,0
90356,739160924,TickPick,Jurassic World Live Tour,Moody Center ATX,2023-08-18 19:00:00,107,A,13,16,4,2023-08-06 15:27:00,200.0,43.2,800.0,172.8,-627.2,0.0,362.96,0,0
72574,508793343,VGG,Bruce Springsteen & The E Street Band,Moody Center ATX,2023-02-16 19:30:00,GA,PIT,1,1,1,2022-11-17 17:30:00,495.0,1127.06,495.0,1127.06,632.06,127.69,56.08,0,0
93560,57534774,VividSeats,Pearl Jam,Moody Center ATX,2023-09-18 19:30:00,L5,A,1,4,4,2023-09-17 13:36:00,400.0,382.23,1600.0,1528.92,-71.08,0.0,4.65,0,0
86969,519334208,VGG,Dave Chappelle,Moody Center ATX,2023-07-15 19:30:00,108,BAR,1,2,2,2023-07-15 15:54:00,200.0,211.5,400.0,423.0,23.0,5.75,5.44,0,0
82956,53959673,VividSeats,Billy Strings,Moody Center ATX,2023-06-03 20:00:00,108,C,9,14,6,2023-05-27 17:15:00,100.0,38.13,600.0,228.78,-371.22,0.0,162.26,0,0
73025,DSW5XJLZVA,Gametime,Texas Longhorns vs TCU Horned Frogs Basketball,Moody Center ATX,2023-01-11 20:00:00,121,U,5,6,2,2022-12-19 11:04:00,26.5,72.68,53.0,145.36,92.36,174.26,63.54,0,0
87266,pwy1i50d1nk,SeatGeek,Santa Fe Klan,Moody Center ATX,2023-07-21 19:30:00,108,B,5,7,3,2023-07-19 06:47:00,150.0,56.64,450.0,169.92,-280.08,0.0,164.83,0,0
94484,526gh9qwqw6,SeatGeek,KISS,Moody Center ATX,2023-10-29 19:30:00,106,B,5,6,2,2023-10-01 18:17:00,250.0,273.6,500.0,547.2,47.2,9.44,8.63,0,0
83161,dgoxu9q93yd,SeatGeek,Billy Strings,Moody Center ATX,2023-06-02 20:00:00,108,D,6,9,4,2023-05-31 10:50:00,100.0,37.44,400.0,149.76,-250.24,0.0,167.09,0,0
73266,49951721,VividSeats,Janet Jackson: Together Again,Moody Center ATX,2023-06-04 20:00:00,106,C,1,4,4,2023-01-02 20:03:00,150.0,328.29,600.0,1313.16,713.16,118.86,54.31,0,0
65559,503205635,VGG,Bruce Springsteen & The E Street Band,Moody Center ATX,2023-02-16 19:30:00,212,J,5,6,2,2022-08-04 15:23:00,190.0,328.06,380.0,656.12,276.12,72.66,42.08,0,0
88843,55977520,VividSeats,$uicideboy$,Moody Center ATX,2023-10-25 18:30:00,106,F,3,4,2,2023-08-04 06:59:00,225.0,168.33,450.0,336.66,-113.34,0.0,33.67,0,0
92174,,Ticket Wholesaler,Drake and 21 Savage,Moody Center ATX,2023-09-12 20:00:00,109,BAR,6,8,3,2023-09-02 19:07:00,300.0,499.0,900.0,1497.0,597.0,66.33,39.88,0,0
88105,55895361,VividSeats,Jurassic World Live Tour,Moody Center ATX,2023-08-20 11:00:00,108,A,11,12,2,2023-08-01 17:58:00,100.0,47.43,200.0,94.86,-105.14,0.0,110.84,0,0
73397,510862374,VGG,Harlem Globetrotters,Moody Center ATX,2023-02-10 19:00:00,108,E,1,3,3,2023-01-12 08:52:00,100.0,51.7,300.0,155.1,-144.9,0.0,93.42,0,0
90757,8yngsgmogmk,SeatGeek,Foreigner,Moody Center ATX,2023-08-14 19:00:00,108,E,6,7,2,2023-08-14 17:42:00,200.0,52.8,400.0,105.6,-294.4,0.0,278.79,0,0
85737,518769180,VGG,Carin Leon,Moody Center ATX,2023-08-31 20:00:00,106,B,5,6,2,2023-07-04 16:05:00,250.0,224.66,500.0,449.32,-50.68,0.0,11.28,0,0
79906,515282267,VGG,Mastodon and Gojira,Moody Center ATX,2023-04-29 19:00:00,108,D,1,2,2,2023-04-24 23:37:00,125.0,55.46,250.0,110.92,-139.08,0.0,125.39,0,0
84039,42235656,TicketNetwork,PBR Team Series: Gambler Days,Moody Center ATX,2023-08-26 18:45:00,107,A,18,18,1,2023-06-11 01:11:00,150.0,192.0,150.0,192.0,42.0,28.0,21.88,0,0
93815,l8ymcmmp55k,SeatGeek,Doja Cat,Moody Center ATX,2023-11-13 19:30:00,106,R,9,12,4,2023-09-20 20:47:00,196.5,158.4,786.0,633.6,-152.4,0.0,24.05,0,0
79115,2079f3v3po3,SeatGeek,Rauw Alejandro,Moody Center ATX,2023-04-16 19:00:00,108,C,1,2,2,2023-04-15 22:30:00,125.0,143.04,250.0,286.08,36.08,14.43,12.61,0,0
87103,yn9riownp69,SeatGeek,Santa Fe Klan,Moody Center ATX,2023-07-21 19:30:00,108,B,8,11,4,2023-07-16 19:49:00,150.0,56.64,600.0,226.56,-373.44,0.0,164.83,0,0
94596,vm2ls7q8k0o,SeatGeek,Joji,Moody Center ATX,2023-10-03 20:00:00,108,C,13,14,2,2023-10-02 21:36:00,200.0,62.4,400.0,124.8,-275.2,0.0,220.51,0,0
73037,510120899,VGG,Morgan Wallen,Moody Center ATX,2023-11-16 19:00:00,106,D,17,18,2,2022-12-19 22:02:00,150.0,1080.06,300.0,2160.12,1860.12,620.04,86.11,0,0
77267,513987646,VGG,Chris Stapleton,Moody Center ATX,2023-10-21 19:00:00,106,F,1,2,2,2023-03-29 14:34:00,200.0,403.26,400.0,806.52,406.52,101.63,50.4,0,0
93146,526gh99w7k2,SeatGeek,Arctic Monkeys,Moody Center ATX,2023-09-15 20:00:00,108,E,1,2,2,2023-09-15 10:46:00,200.0,239.04,400.0,478.08,78.08,19.52,16.33,0,0
73273,,Direct Sales,Texas Longhorns vs Iowa State Cyclones Basketball,Moody Center ATX,2023-02-21 20:00:00,106,JJ,9,10,2,2023-01-03 13:17:00,125.0,150.0,250.0,300.0,50.0,20.0,16.67,0,0
87926,520142911,VGG,Thomas Rhett: Home Team Tour 23,Moody Center ATX,2023-08-05 19:30:00,108,C,9,10,2,2023-07-30 16:27:00,200.0,108.1,400.0,216.2,-183.8,0.0,85.01,0,0
92140,522017847,VGG,Sam Smith,Moody Center ATX,2023-09-05 20:00:00,108,E,1,2,2,2023-09-02 11:25:00,200.0,46.06,400.0,92.12,-307.88,0.0,334.22,0,0
91812,neymad8w7n8,SeatGeek,Sam Smith,Moody Center ATX,2023-09-05 20:00:00,108,C,14,18,5,2023-08-28 12:29:00,200.0,72.0,1000.0,360.0,-640.0,0.0,177.78,0,0
91106,9n6giyr0q2y,SeatGeek,PBR Team Series: Gambler Days,Moody Center ATX,2023-08-26 18:45:00,107,D,7,7,1,2023-08-19 10:19:00,150.0,85.44,150.0,85.44,-64.56,0.0,75.56,0,0
82319,neymal6v5y3,SeatGeek,The Impractical Jokers,Moody Center ATX,2023-05-20 19:30:00,108,B,13,15,3,2023-05-19 21:12:00,100.0,52.8,300.0,158.4,-141.6,0.0,89.39,0,0
91577,,Chris Perez,PBR Team Series: Gambler Days,Moody Center ATX,2023-08-26 18:45:00,106,C,1,2,2,2023-08-25 21:06:00,150.0,75.0,300.0,150.0,-150.0,0.0,100.0,0,0
92634,57221907,VividSeats,Sting,Moody Center ATX,2023-09-17 20:00:00,108,D,13,15,3,2023-09-09 07:47:00,200.0,190.65,600.0,571.95,-28.05,0.0,4.9,0,0
87305,55490509,VividSeats,Jurassic World Live Tour,Moody Center ATX,2023-08-20 11:00:00,107,A,7,10,4,2023-07-19 22:52:00,100.0,43.71,400.0,174.84,-225.16,0.0,128.78,0,0
